# 1PE pulse empirical shape
1.020E-07	-0.1971300
1.025E-07	-0.1995900
1.030E-07	-0.2018100
1.035E-07	-0.2038800
1.040E-07	-0.2055200
1.045E-07	-0.2069700
1.050E-07	-0.2080100
1.055E-07	-0.2087600
1.060E-07	-0.2089800
1.065E-07	-0.2090200
1.070E-07	-0.2088300
1.075E-07	-0.2082600
1.080E-07	-0.2072700
1.085E-07	-0.2058300
1.090E-07	-0.2041000
1.095E-07	-0.2018600
1.100E-07	-0.1995600
1.105E-07	-0.1970000
1.110E-07	-0.1940600
1.115E-07	-0.1910000
1.120E-07	-0.1878000
1.125E-07	-0.1843500
1.130E-07	-0.1808900
1.135E-07	-0.1772100
1.140E-07	-0.1734700
1.145E-07	-0.1696500
1.150E-07	-0.1657700
1.155E-07	-0.1617700
1.160E-07	-0.1580800
1.165E-07	-0.1543400
1.170E-07	-0.1508400
1.175E-07	-0.1476100
1.180E-07	-0.1445100
1.185E-07	-0.1415600
1.190E-07	-0.1388800
1.195E-07	-0.1363100
1.200E-07	-0.1340200
1.205E-07	-0.1320600
1.210E-07	-0.1302500
1.215E-07	-0.1286800
1.220E-07	-0.1275200
1.225E-07	-0.1264900
1.230E-07	-0.1257400
1.235E-07	-0.1251600
1.240E-07	-0.1248900
1.245E-07	-0.1247000
1.250E-07	-0.1247000
1.255E-07	-0.1250400
1.260E-07	-0.1254000
1.265E-07	-0.1258700
1.270E-07	-0.1264200
1.275E-07	-0.1269300
1.280E-07	-0.1275600
1.285E-07	-0.1282200
1.290E-07	-0.1288800
1.295E-07	-0.1294700
1.300E-07	-0.1299800
1.305E-07	-0.1305000
1.310E-07	-0.1311100
1.315E-07	-0.1315200
1.320E-07	-0.1319700
1.325E-07	-0.1320800
1.330E-07	-0.1320600
1.335E-07	-0.1320300
1.340E-07	-0.1317800
1.345E-07	-0.1313500
1.350E-07	-0.1308000
1.355E-07	-0.1303100
1.360E-07	-0.1296200
1.365E-07	-0.1287800
1.370E-07	-0.1280400
1.375E-07	-0.1270800
1.380E-07	-0.1260200
1.385E-07	-0.1248700
1.390E-07	-0.1236900
1.395E-07	-0.1224800
1.400E-07	-0.1212100
1.405E-07	-0.1199200
1.410E-07	-0.1186400
1.415E-07	-0.1173600
1.420E-07	-0.1161500
1.425E-07	-0.1149200
1.430E-07	-0.1136900
1.435E-07	-0.1124300
1.440E-07	-0.1112900
